INTLDES,NORAD_CAT_ID,OBJECT_NAME,APOGEE,PERIGEE
2020-073AW,46714,STARLINK-1816,549,546
2020-081B,46906,KSM1-C,565,560
2020-081C,46907,KSM1-D,566,558
2020-081D,46908,LEMUR 2 OZARAK,556,550
2020-088A,47122,STARLINK-1777,548,546
2020-088AR,47161,STARLINK-1876,548,546
2020-088AV,47165,STARLINK-1880,549,546
2021-005B,47350,STARLINK-2011,548,546
2021-005F,47354,STARLINK-2046,548,546
2021-005Y,47371,STARLINK-2088,548,546
2021-005AM,47384,STARLINK-2104,548,546
2021-005BD,47400,STARLINK-2122,548,546
2021-005BG,47403,STARLINK-2127,548,546
2021-012L,47630,STARLINK-1983,548,546
2021-012AA,47644,STARLINK-2026,549,546
2021-012AG,47650,STARLINK-2033,548,546
2021-017K,47731,STARLINK-2141,549,546
2021-017AS,47762,STARLINK-2180,548,546
2021-017AT,47763,STARLINK-2181,549,546
2021-017AX,47767,STARLINK-2185,549,546
2021-017BG,47776,STARLINK-2209,549,546
2021-018G,47793,STARLINK-2338,549,546
2021-018J,47795,STARLINK-2347,548,546
2021-018N,47799,STARLINK-2380,549,546
2021-018Q,47801,STARLINK-2382,549,546
2021-018AB,47812,STARLINK-2393,548,546
2021-018AH,47818,STARLINK-2401,549,546
2021-018AJ,47819,STARLINK-2402,548,546
2021-018AV,47830,STARLINK-2419,548,546
2021-018AW,47831,STARLINK-2420,549,546
2021-018AY,47833,STARLINK-2423,548,546
2021-018BB,47836,STARLINK-2426,549,546
2021-018BM,47846,STARLINK-2456,549,546
2021-021B,47861,STARLINK-2280,549,546
2021-021D,47863,STARLINK-2293,548,546
2021-021AD,47887,STARLINK-2346,548,546
2021-021AE,47888,STARLINK-2348,548,546
2021-021AV,47903,STARLINK-2363,548,546
2021-021BF,47913,STARLINK-2374,548,546
2021-023J,47973,M2-B,547,535
2021-024C,47979,STARLINK-2325,549,546
2021-024AK,48010,STARLINK-2226,548,546
2021-024AP,48014,STARLINK-2283,549,546
2021-027C,48094,STARLINK-2412,549,546
2021-027E,48096,STARLINK-2417,549,546
2021-027R,48107,STARLINK-2443,549,546
2021-027U,48110,STARLINK-2447,549,546
2021-027X,48113,STARLINK-2450,549,546
2021-027AB,48117,STARLINK-2455,549,545
2021-027AH,48123,STARLINK-2464,549,546
2021-027AZ,48139,STARLINK-2482,548,546
2021-036Y,48298,STARLINK-2559,549,546
2021-036AD,48303,STARLINK-2530,548,546
2021-036AF,48305,STARLINK-2519,548,546
2021-038AP,48390,STARLINK-2586,548,546
2021-040C,48430,STARLINK-2729,549,545
2021-040Y,48450,STARLINK-2660,549,546
2021-040Z,48451,STARLINK-2652,549,546
2021-040AB,48453,STARLINK-2620,549,546
2021-040AC,48454,STARLINK-2654,549,546
2021-040AG,48458,STARLINK-2698,548,546
2021-040AH,48459,STARLINK-2579,549,546
2021-040AR,48467,STARLINK-2659,548,546
2021-040AT,48469,STARLINK-2661,548,546
2021-040BD,48479,STARLINK-2755,548,546
2021-040BL,48486,STARLINK-2496,548,546
2021-041G,48559,STARLINK-2167,548,546
2021-041V,48572,STARLINK-2222,549,546
2021-041AY,48599,STARLINK-2274,548,546
2021-044E,48642,STARLINK-2646,548,546
2021-044G,48644,STARLINK-2695,548,546
2021-044H,48645,STARLINK-2733,549,546
2021-044P,48651,STARLINK-2731,549,546
2021-044R,48653,STARLINK-2720,549,546
2021-044AC,48664,STARLINK-2709,549,546
2021-044AV,48681,STARLINK-2725,548,546
2021-044BD,48689,STARLINK-2617,548,546
1994-074FN,49234,RESURS O1 DEB,559,556
1994-074GA,49246,RESURS O1 DEB,560,556
2021-104A,49408,STARLINK-3151,541,538
2021-104E,49412,STARLINK-3144,541,538
2021-104AC,49434,STARLINK-3134,541,538
2021-104AF,49437,STARLINK-3130,542,538
2021-104AG,49438,STARLINK-3044,541,538
2021-104AR,49447,STARLINK-3115,542,538
1994-074GH,49513,RESURS O1 DEB,552,549
2021-115C,49726,STARLINK-3237,542,538
2021-115J,49732,STARLINK-3246,542,538
2021-115AB,49749,STARLINK-3250,541,538
2021-115AH,49755,STARLINK-3210,541,539
2021-115AJ,49756,STARLINK-3207,541,538
2021-125A,50156,STARLINK-3317,541,538
2021-125M,50167,STARLINK-3271,541,538
2021-125Y,50178,STARLINK-3284,542,538
2021-125AT,50197,STARLINK-3267,541,538
2021-125AW,50200,STARLINK-3235,542,538
2022-001D,50806,STARLINK-3335,542,538
2022-001S,50819,STARLINK-3327,542,538
2022-001U,50821,STARLINK-3346,542,538
2022-001V,50822,STARLINK-3343,541,538
2022-001Y,50825,STARLINK-3332,541,538
2022-001Z,50826,STARLINK-3337,542,538
2022-001AL,50837,STARLINK-3318,542,538
2022-001AT,50844,STARLINK-3326,542,538
2022-005H,51111,STARLINK-3173,542,538
2022-005AN,51140,STARLINK-3175,542,538
2022-005BA,51152,STARLINK-3364,542,538
2022-016Y,51736,STARLINK-3447,542,538
2022-016AF,51743,STARLINK-3512,542,537
2022-017K,51777,STARLINK-3625,542,538
2022-017AB,51793,STARLINK-3633,542,538
2022-017AR,51807,STARLINK-3606,542,538
2022-022N,51864,STARLINK-3548,541,538
2022-022AF,51881,STARLINK-3504,542,538
2022-025AK,51989,STARLINK-3642,541,538
2022-029G,52094,STARLINK-3714,541,539
2022-029Q,52102,STARLINK-3709,541,539
2022-029T,52105,STARLINK-3706,541,538
2022-041K,52270,STARLINK-3804,541,539
2022-041M,52272,STARLINK-3781,541,538
2022-041N,52273,STARLINK-3782,541,538
2022-041AC,52287,STARLINK-3822,542,538
2022-041AU,52303,STARLINK-3742,541,538
2022-045R,52346,STARLINK-3812,542,538
2022-045Y,52353,STARLINK-3807,542,538
2022-045AF,52360,STARLINK-3824,542,538
2022-045AH,52362,STARLINK-3848,542,538
2022-045AJ,52363,STARLINK-3830,542,538
2022-045AM,52366,STARLINK-3808,542,538
2022-045BB,52380,STARLINK-3793,542,538
2022-045BC,52381,STARLINK-3803,542,538
2022-049R,52466,STARLINK-3840,542,537
2022-049V,52470,STARLINK-3859,541,538
2022-049AD,52478,STARLINK-3825,541,538
2022-049AE,52479,STARLINK-3878,542,538
2022-049AN,52487,STARLINK-3902,542,538
2022-049AQ,52489,STARLINK-3923,541,538
2022-049AY,52497,STARLINK-3884,542,538
2022-051AU,52578,STARLINK-3833,542,538
2022-052AB,52623,STARLINK-3986,542,538
2022-052AD,52625,STARLINK-3988,541,538
2022-052AL,52632,STARLINK-3995,542,538
2022-052AY,52644,STARLINK-3985,542,538
2022-052AZ,52645,STARLINK-3973,542,538
2022-053C,52658,STARLINK-4082,542,537
2022-053U,52674,STARLINK-3936,542,538
2022-053X,52677,STARLINK-4028,542,538
2022-053AH,52687,STARLINK-3981,541,538
2022-053AY,52702,STARLINK-4033,542,538
2022-062V,52849,STARLINK-4197,542,537
2022-076P,52999,STARLINK-4217,541,538
2022-076AD,53013,STARLINK-4177,541,538
2022-076AG,53016,STARLINK-4283,541,538
2022-076AW,53030,STARLINK-4160,541,538
2022-076AX,53031,STARLINK-4137,541,539
2022-076BD,53037,STARLINK-4153,541,539
2022-077C,53045,STARLINK-4350,564,562
2022-077H,53050,STARLINK-4343,563,563
2022-077Q,53057,STARLINK-4252,564,562
2022-077R,53058,STARLINK-4317,564,562
2022-077T,53060,STARLINK-4305,564,562
2022-077AF,53072,STARLINK-4344,565,561
2022-083C,53134,STARLINK-4150,542,538
2022-083J,53140,STARLINK-4170,541,538
2022-083P,53145,STARLINK-4106,542,538
2022-083Q,53146,STARLINK-4099,542,538
2022-083R,53147,STARLINK-4094,542,538
2022-083AE,53160,STARLINK-4096,541,538
2022-084D,53192,STARLINK-4375,564,562
2022-084G,53195,STARLINK-4404,566,565
2022-084AB,53214,STARLINK-4353,564,562
2022-084AE,53217,STARLINK-4379,564,562
2022-086J,53250,STARLINK-4059,541,539
2022-086R,53257,STARLINK-4144,541,538
2022-086Y,53264,STARLINK-3950,541,538
2022-086Z,53265,STARLINK-4097,541,538
2022-097AK,53421,STARLINK-4545,541,538
2022-099AF,53494,STARLINK-4340,564,562
2022-099AM,53500,STARLINK-4455,565,561
2022-101AE,53555,STARLINK-4504,541,539
2022-101AZ,53574,STARLINK-4559,541,539
2022-104AA,53612,STARLINK-4658,541,538
2022-104AF,53617,STARLINK-4601,541,538
2022-104AK,53621,STARLINK-4608,541,538
2022-104AN,53624,STARLINK-4596,541,538
2022-104AY,53634,STARLINK-4592,541,538
2022-105D,53651,STARLINK-4388,564,562
2022-105H,53655,STARLINK-4470,565,561
2022-105M,53659,STARLINK-4463,565,561
2022-105AP,53685,STARLINK-4626,564,562
2022-107A,53700,STARLINK-4725,541,539
2022-107AV,53743,STARLINK-4645,541,538
2022-114U,53836,STARLINK-4778,543,541
2022-119Z,53909,STARLINK-4796,541,539
2022-125E,53968,STARLINK-4629,541,539
2022-125R,53979,STARLINK-5123,541,539
2022-125AT,54005,STARLINK-5135,541,539
2022-136D,54054,STARLINK-5163,541,538
2022-136T,54068,STARLINK-5222,541,538
2022-136W,54071,STARLINK-5168,541,538
2022-136AA,54075,STARLINK-5212,541,538
2022-141A,54157,STARLINK-5290,541,538
2022-141J,54165,STARLINK-5279,541,538
1971-035C,5300,SL-8 DEB,541,536
1978-096B,11061,TIROS N DEB,558,551
1999-057DX,26233,CZ-4 DEB,547,540
2007-015B,31305,PEGASUS R/B,566,540
2016-012L,41442,ASTRO H DEB,551,535
2018-099AP,43795,ORBWEAVER 1,562,558
2018-099BM,43817,SPACEBEE-5,553,547
2018-111J,43884,LEMUR 2 REMY-COLTON,564,559
2019-074B,44714,STARLINK-1008,548,546
2019-074D,44716,STARLINK-1010,549,546
2019-074F,44718,STARLINK-1012,549,546
2019-074L,44723,STARLINK-1017,549,546
2019-074U,44731,STARLINK-1026,549,546
2019-074W,44733,STARLINK-1028,549,546
2019-074Z,44736,STARLINK-1031,549,546
2019-074AW,44757,STARLINK-1052,548,546
2019-074BA,44761,STARLINK-1056,549,546
2019-089A,44852,TYVAK-0092,553,547
2019-089G,44858,OBJECT G,546,542
2020-001H,44921,STARLINK-1103,549,546
2020-001BF,44967,STARLINK-1089,549,546
2020-006G,45050,STARLINK-1140,548,546
2020-006J,45052,STARLINK-1148,548,546
2020-006AJ,45076,STARLINK-1180,548,546
2020-006AQ,45082,STARLINK-1160,548,546
2020-012AJ,45210,STARLINK-1219,548,546
2020-019B,45361,STARLINK-1301,549,546
2020-019E,45364,STARLINK-1313,546,542
2020-019F,45365,STARLINK-1317,540,537
2020-019P,45373,STARLINK-1295,549,546
2020-019V,45379,STARLINK-1319,548,546
2020-019Z,45383,STARLINK-1266,549,546
2020-019AK,45393,STARLINK-1291,549,545
2020-019AL,45394,STARLINK-1292,548,546
2020-019AN,45396,STARLINK-1303,548,546
2020-019BG,45414,STARLINK-1309,549,546
2020-025N,45543,STARLINK-1372,548,546
2020-025Q,45545,STARLINK-1374,548,546
2020-025S,45547,STARLINK-1377,548,546
2020-025BC,45581,STARLINK-1335,548,546
2020-025BE,45583,STARLINK-1340,548,546
2020-025BF,45584,STARLINK-1343,548,546
2020-035AA,45681,STARLINK-1396,548,546
2020-035AN,45693,STARLINK-1417,548,546
2020-035AU,45699,STARLINK-1398,548,546
2020-038B,45731,STARLINK-1465,549,546
2020-038C,45732,STARLINK-1466,549,546
2020-038K,45739,STARLINK-1475,549,546
2020-038P,45743,STARLINK-1483,549,546
2020-038T,45747,STARLINK-1506,548,546
2020-038U,45748,STARLINK-1507,548,546
2020-038AP,45767,STARLINK-1511,549,546
2020-055X,46048,STARLINK-1527,549,546
2020-055AF,46056,STARLINK-1561,549,546
2020-055AM,46062,STARLINK-1574,548,546
2020-055AS,46067,STARLINK-1529,548,546
2020-055AW,46071,STARLINK-1538,548,546
2020-055AY,46073,STARLINK-1542,548,546
2020-055BA,46075,STARLINK-1551,548,546
2020-055BD,46078,STARLINK-1563,549,546
2020-055BF,46080,STARLINK-1568,548,546
2020-057U,46135,STARLINK-1639,548,546
2020-057AJ,46149,STARLINK-1620,548,546
2020-057AV,46160,STARLINK-1598,548,546
2020-057AZ,46164,STARLINK-1612,548,546
2020-057BD,46168,STARLINK-1627,548,546
2020-057BE,46169,STARLINK-1628,551,549
2020-062H,46332,STARLINK-1721,548,546
2020-062K,46334,STARLINK-1725,548,546
2020-062L,46335,STARLINK-1727,548,546
2020-062Y,46347,STARLINK-1547,548,546
2020-062AM,46360,STARLINK-1713,549,546
2020-062AQ,46363,STARLINK-1739,548,546
2020-062AZ,46372,STARLINK-1689,548,546
2020-062BK,46382,STARLINK-1769,549,546
2020-068H,46493,DEKART,560,536
2020-068P,46499,KEPLER-4 (ANTILLES),552,534
2020-068W,46506,NETSAT-1,560,545
2020-070F,46537,STARLINK-1672,549,546
2020-070Q,46546,STARLINK-1697,548,546
2020-070S,46548,STARLINK-1699,549,545
2020-070T,46549,STARLINK-1700,548,546
2020-070U,46550,STARLINK-1701,549,545
2020-070AU,46574,STARLINK-1660,549,546
2020-070BG,46586,STARLINK-1737,549,546
2020-073B,46671,STARLINK-1715,549,546
2020-073H,46677,STARLINK-1766,548,546
2020-073M,46681,STARLINK-1775,549,546
2020-073X,46691,STARLINK-1790,549,546
2020-073AF,46699,STARLINK-1799,548,546
2020-073AK,46703,STARLINK-1803,548,546
2020-073AM,46705,STARLINK-1805,548,546
2020-073AP,46707,STARLINK-1808,548,546
2020-073BK,46727,STARLINK-1830,549,546
2020-074U,46757,STARLINK-1926,548,546
2020-074X,46760,STARLINK-1896,548,546
1994-074CE,46898,RESURS O1 DEB,551,547
2020-081G,46911,LEMUR 2 JEREMIAH,556,549
2020-088T,47139,STARLINK-1852,548,546
2020-088AH,47153,STARLINK-1867,548,546
2020-088AJ,47154,STARLINK-1868,548,546
2020-088BJ,47178,STARLINK-1912,548,546
2021-005D,47352,STARLINK-2034,548,546
2021-005L,47359,STARLINK-2069,548,546
2021-005Z,47372,STARLINK-2089,548,546
2021-005AZ,47396,STARLINK-2118,548,546
2021-009B,47549,STARLINK-1806,548,546
2021-009AD,47575,STARLINK-1977,548,546
2021-009AF,47577,STARLINK-1979,548,546
2021-009AT,47589,STARLINK-1994,548,546
2021-009AZ,47595,STARLINK-2000,548,546
2021-009BB,47597,STARLINK-2002,548,546
2021-009BD,47599,STARLINK-2004,548,546
2021-009BF,47601,STARLINK-2006,548,546
2021-009BG,47602,STARLINK-2007,548,546
2021-009BH,47603,STARLINK-2008,548,546
2021-012AJ,47652,STARLINK-2036,548,546
2021-012AP,47657,STARLINK-2041,548,546
2021-012AQ,47658,STARLINK-2042,548,546
2021-012AV,47663,STARLINK-2053,548,546
2021-012BJ,47676,STARLINK-2083,548,546
2021-017M,47733,STARLINK-2143,549,546
2021-017T,47739,STARLINK-2150,549,546
2021-017X,47743,STARLINK-2157,549,545
2021-017AB,47747,STARLINK-2161,549,546
2021-017AH,47753,STARLINK-2170,549,546
2021-017AU,47764,STARLINK-2182,549,546
2021-017AY,47768,STARLINK-2189,548,546
2021-017BD,47773,STARLINK-2196,548,546
2021-017BH,47777,STARLINK-2210,549,545
2021-017BJ,47778,STARLINK-2211,549,546
2021-018C,47789,STARLINK-2315,548,546
2021-018M,47798,STARLINK-2379,548,546
2021-018P,47800,STARLINK-2381,549,545
2021-018U,47805,STARLINK-2386,548,546
2021-018X,47808,STARLINK-2389,549,546
2021-018BA,47835,STARLINK-2425,548,546
2021-018BG,47841,STARLINK-2433,549,546
2021-021F,47865,STARLINK-2310,548,546
2021-021M,47871,STARLINK-2327,549,546
2021-021AB,47885,STARLINK-2344,548,546
2021-021AL,47894,STARLINK-2354,548,546
2021-021AP,47897,STARLINK-2357,548,546
2021-021AS,47900,STARLINK-2360,548,546
2021-021BH,47915,STARLINK-2376,548,546
2021-023C,47967,M2-A,547,535
2021-024F,47982,STARLINK-2317,548,546
2021-024J,47985,STARLINK-2308,548,546
2021-024V,47996,STARLINK-2260,549,545
2021-024BD,48028,STARLINK-2264,548,546
2021-024BG,48031,STARLINK-2267,549,546
2021-027H,48099,STARLINK-2428,549,546
2021-027K,48101,STARLINK-2436,549,546
2021-027P,48105,STARLINK-2440,548,546
2021-027S,48108,STARLINK-2444,548,546
2021-027T,48109,STARLINK-2445,549,545
2021-027V,48111,STARLINK-2448,548,546
2021-027W,48112,STARLINK-2449,549,545
2021-027AE,48120,STARLINK-2460,549,546
2021-027AJ,48124,STARLINK-2465,549,546
2021-027AQ,48130,STARLINK-2472,549,546
2021-027AR,48131,STARLINK-2473,549,545
2021-027AT,48133,STARLINK-2475,549,546
2021-027AU,48134,STARLINK-2476,549,546
2021-027AV,48135,STARLINK-2478,549,546
2021-027BA,48140,STARLINK-2483,549,546
2021-027BH,48147,STARLINK-2490,549,545
2021-027BK,48149,STARLINK-2492,549,546
2021-027BM,48151,STARLINK-2503,548,546
2021-036B,48277,STARLINK-2569,548,546
2021-036F,48281,STARLINK-2520,548,546
2021-036N,48288,STARLINK-2562,548,546
2021-036W,48296,STARLINK-2546,548,546
2021-036AL,48310,STARLINK-2536,548,546
2021-036AM,48311,STARLINK-2534,548,546
2021-036AU,48318,STARLINK-2509,549,546
2021-036AY,48322,STARLINK-2477,548,546
2021-036AZ,48323,STARLINK-2515,548,546
2021-036BF,48329,STARLINK-2510,549,545
2021-038AV,48396,STARLINK-2575,548,546
2021-040A,48428,STARLINK-2461,549,546
2021-040P,48441,STARLINK-2702,549,546
2021-040AK,48461,STARLINK-2693,549,546
2021-040AY,48474,STARLINK-2697,549,545
2021-040BF,48481,STARLINK-2706,549,546
2021-041C,48555,STARLINK-2145,549,545
2021-041J,48561,STARLINK-2186,548,546
2021-041M,48564,STARLINK-2190,549,546
2021-041U,48571,STARLINK-2221,549,546
2021-041AN,48589,STARLINK-2245,549,546
2021-041AZ,48600,STARLINK-2275,548,546
2021-044B,48639,STARLINK-2739,548,546
2021-044J,48646,STARLINK-2732,548,546
2021-044Z,48661,STARLINK-2708,548,546
2021-044AQ,48676,STARLINK-2746,548,546
2021-044BB,48687,STARLINK-2627,548,546
2021-044BC,48688,STARLINK-2742,548,546
2021-044BF,48691,STARLINK-2750,548,546
2021-059C,48881,STARLINK-3005,559,557
1994-074FQ,49236,RESURS O1 DEB,559,544
2021-104G,49414,STARLINK-3146,541,538
2021-104P,49421,STARLINK-3112,542,538
2021-104W,49428,STARLINK-3121,541,538
2021-104AJ,49440,STARLINK-3105,541,538
2021-104AT,49449,STARLINK-3137,542,538
2021-104AY,49454,STARLINK-3160,541,538
2021-104AZ,49455,STARLINK-3145,541,538
2021-104BA,49456,STARLINK-3124,541,538
2021-104BB,49457,STARLINK-3132,541,538
2021-104BC,49458,STARLINK-3156,541,538
2021-115G,49730,STARLINK-3249,541,538
2021-115AC,49750,STARLINK-3236,541,538
2021-115AE,49752,STARLINK-3209,542,538
2021-115AF,49753,STARLINK-3200,542,538
2021-115AS,49764,STARLINK-3206,542,538
2021-125B,50157,STARLINK-3313,541,538
2021-125S,50172,STARLINK-3287,541,538
2021-125AA,50180,STARLINK-3265,541,538
2021-125AK,50189,STARLINK-3276,541,538
2021-125AV,50199,STARLINK-3270,542,538
2021-125AX,50201,STARLINK-3255,542,538
2021-125AZ,50203,STARLINK-3257,542,538
2022-001C,50805,STARLINK-3333,541,538
2022-001AM,50838,STARLINK-3322,541,537
2022-001AS,50843,STARLINK-3325,542,538
2022-005U,51122,STARLINK-3373,542,537
2022-005AF,51133,STARLINK-3356,542,537
2022-005AL,51138,STARLINK-3177,542,537
2022-005AP,51141,STARLINK-3179,542,538
2022-010G,51462,STARLINK-3166,542,538
2022-010S,51472,STARLINK-3415,542,538
2022-016D,51717,STARLINK-3445,542,538
2022-016J,51722,STARLINK-3535,542,538
2022-016U,51732,STARLINK-3518,542,538
2022-016W,51734,STARLINK-3450,542,537
2022-016X,51735,STARLINK-3517,542,538
2022-016AH,51745,STARLINK-3449,542,537
2022-016AJ,51746,STARLINK-3502,542,537
2022-016AP,51751,STARLINK-3506,542,538
2022-017C,51770,STARLINK-3612,542,538
2022-017G,51774,STARLINK-3629,542,538
2022-017M,51779,STARLINK-3611,542,538
2022-017S,51784,STARLINK-3632,541,538
2022-017X,51789,STARLINK-3639,542,538
2022-017AD,51795,STARLINK-3586,541,539
2022-017AM,51803,STARLINK-3544,542,538
2022-017AN,51804,STARLINK-3601,541,538
2022-022G,51858,STARLINK-3563,541,538
2022-022L,51862,STARLINK-3508,541,538
2022-022T,51869,STARLINK-3588,541,538
2022-022Z,51875,STARLINK-3585,541,538
2022-022AB,51877,STARLINK-3556,541,538
2022-022AH,51883,STARLINK-3576,542,538
2022-022AP,51889,STARLINK-3547,542,538
2022-025J,51964,STARLINK-3690,542,538
2022-025P,51969,STARLINK-3680,542,538
2022-025Q,51970,STARLINK-3677,541,538
2022-025W,51976,STARLINK-3663,541,538
2022-025X,51977,STARLINK-3660,541,538
2022-025AA,51980,STARLINK-3649,541,538
2022-025AM,51991,STARLINK-3652,541,538
2022-025AY,52002,STARLINK-3668,541,538
2022-029E,52092,STARLINK-3716,541,538
2022-029N,52100,STARLINK-3702,541,538
2022-029AL,52122,STARLINK-3726,541,538
2022-029BE,52140,STARLINK-3682,542,538
2022-041E,52265,STARLINK-3740,541,538
2022-041R,52276,STARLINK-3778,541,538
2022-041V,52280,STARLINK-3764,541,538
2022-041AA,52285,STARLINK-3775,542,538
2022-041AE,52289,STARLINK-3751,541,538
2022-041AM,52296,STARLINK-3766,541,538
2022-041BB,52310,STARLINK-3688,542,538
2022-041BD,52312,STARLINK-3752,541,538
2022-045E,52335,STARLINK-3814,541,538
2022-045AL,52365,STARLINK-3874,542,538
2022-045AQ,52369,STARLINK-3841,542,537
2022-045AR,52370,STARLINK-3827,541,538
2022-045AU,52373,STARLINK-3550,541,538
2022-045BE,52383,STARLINK-3811,541,538
2022-049C,52453,STARLINK-3872,541,538
2022-049N,52463,STARLINK-3885,542,538
2022-049S,52467,STARLINK-3873,541,539
2022-049X,52472,STARLINK-3881,542,538
2022-049Y,52473,STARLINK-3879,542,538
2022-049AR,52490,STARLINK-3914,542,538
2022-049AW,52495,STARLINK-3905,542,538
2022-049BA,52499,STARLINK-3894,542,537
2022-049BD,52502,STARLINK-3912,541,538
2022-051C,52535,STARLINK-3958,541,539
2022-051E,52537,STARLINK-3897,542,538
2022-051X,52554,STARLINK-3770,541,538
2022-051AH,52564,STARLINK-3959,541,538
2022-051AQ,52574,STARLINK-3901,541,539
2022-051AR,52575,STARLINK-3920,542,538
2022-051AS,52576,STARLINK-3932,541,538
2022-051AW,52580,STARLINK-3919,542,538
2022-052J,52606,STARLINK-3928,542,538
2022-052M,52609,STARLINK-3997,542,538
2022-052AC,52624,STARLINK-4009,542,538
2022-052AE,52626,STARLINK-3990,541,538
2022-052AS,52638,STARLINK-3941,541,538
2022-053M,52667,STARLINK-4076,542,538
2022-053V,52675,STARLINK-3934,541,538
2022-062B,52831,STARLINK-4089,541,539
2022-062N,52842,STARLINK-4046,542,537
2022-062Q,52844,STARLINK-4208,542,538
2022-062W,52850,STARLINK-4187,541,538
2022-062AT,52871,STARLINK-4207,541,538
2022-062BA,52878,STARLINK-4171,542,538
2022-076B,52987,STARLINK-4259,541,538
2022-076H,52993,STARLINK-4264,542,538
2022-076M,52997,STARLINK-4301,541,536
2022-076Q,53000,STARLINK-4194,541,538
2022-076W,53006,STARLINK-4290,541,538
2022-076Y,53008,STARLINK-4275,541,538
2022-076AT,53027,STARLINK-4158,541,539
2022-076AV,53029,STARLINK-4143,541,539
2022-076AZ,53033,STARLINK-4167,541,538
2022-077K,53052,STARLINK-4341,564,562
2022-077N,53055,STARLINK-4338,564,562
2022-077S,53059,STARLINK-4320,563,563
2022-077AL,53077,STARLINK-4315,566,560
2022-077AP,53080,STARLINK-4330,565,561
2022-077AS,53083,STARLINK-4251,564,562
2022-077AU,53085,STARLINK-4324,565,561
2022-083M,53143,STARLINK-4102,541,539
2022-083X,53153,STARLINK-4098,541,538
2022-083AR,53171,STARLINK-4052,541,539
2022-083AT,53173,STARLINK-4300,541,539
2022-084J,53197,STARLINK-4403,564,562
2022-084R,53204,STARLINK-4410,564,562
2022-084U,53207,STARLINK-4413,564,562
2022-084X,53210,STARLINK-4427,564,562
2022-084AK,53222,STARLINK-4381,565,561
2022-084AM,53224,STARLINK-4356,565,561
2022-084AU,53231,STARLINK-4370,565,561
2022-084AV,53232,STARLINK-4371,564,562
2022-086N,53254,STARLINK-4134,541,538
2022-097E,53392,STARLINK-4535,542,538
2022-097R,53403,STARLINK-4507,541,538
2022-097T,53405,STARLINK-4510,541,539
2022-097U,53406,STARLINK-4533,541,538
2022-097AP,53425,STARLINK-4531,541,538
2022-099A,53465,STARLINK-4415,564,562
2022-099T,53482,STARLINK-4360,564,562
2022-099U,53483,STARLINK-4401,564,562
2022-101R,53542,STARLINK-4489,541,538
2022-101AS,53567,STARLINK-4585,541,538
2022-101AT,53568,STARLINK-4583,541,538
2022-101AV,53570,STARLINK-4550,542,538
2022-104L,53598,STARLINK-4676,541,538
2022-104X,53609,STARLINK-4660,541,538
2022-104AL,53622,STARLINK-4568,541,538
2022-104AQ,53626,STARLINK-4554,541,538
2022-105C,53650,STARLINK-4380,564,562
2022-105N,53660,STARLINK-4473,565,561
2022-105Z,53671,STARLINK-4440,565,561
2022-105AL,53682,STARLINK-4438,564,562
2022-107AG,53730,STARLINK-4641,541,538
2022-107AN,53736,STARLINK-4652,541,539
2022-107BA,53748,STARLINK-4669,541,538
2022-111AH,53804,STARLINK-4729,541,539
2022-114J,53826,STARLINK-4756,541,538
2022-114AE,53846,STARLINK-4746,541,539
2022-114AH,53849,STARLINK-4770,541,539
2022-114AK,53851,STARLINK-4755,541,539
2022-119A,53886,STARLINK-5028,541,538
2022-119B,53887,STARLINK-5029,541,538
2022-119H,53893,STARLINK-5052,541,538
2022-119J,53894,STARLINK-5043,541,539
2022-119R,53901,STARLINK-5024,541,538
2022-119Y,53908,STARLINK-5057,541,539
2022-119AA,53910,STARLINK-5056,541,539
2022-119AB,53911,STARLINK-5048,540,539
2022-119AD,53913,STARLINK-5053,541,539
2022-119AE,53914,STARLINK-5040,541,539
2022-119AH,53917,STARLINK-5036,541,539
2022-119AK,53919,STARLINK-5023,541,539
2022-119AL,53920,STARLINK-5025,541,539
2022-119AP,53923,STARLINK-5004,541,539
2022-125AJ,53996,STARLINK-5131,541,538
2022-125AS,54004,STARLINK-5129,541,538
2022-136N,54063,STARLINK-5225,541,538
2022-136R,54066,STARLINK-5151,541,538
2022-136X,54072,STARLINK-5144,541,539
2022-136Z,54074,STARLINK-5192,541,538
2022-141F,54162,STARLINK-5273,541,538
2022-141Q,54171,STARLINK-5229,541,539
1970-025EG,4852,THORAD AGENA D DEB,558,540
1970-025LZ,5694,THORAD AGENA D DEB,563,542
1999-057ET,26257,CZ-4 DEB,551,548
2006-021A,29228,RESURS DK-1,557,554
1997-051FB,34359,IRIDIUM 33 DEB,565,539
1997-051NT,34987,IRIDIUM 33 DEB,563,555
1993-036BQW,37995,COSMOS 2251 DEB,564,540
1997-051ZA,38226,IRIDIUM 33 DEB,560,550
2000-055F,41048,NOAA 16 DEB,554,544
2009-055T,43392,WORLDVIEW 2 DEB,553,546
1998-017G,44586,SPOT 4 DEB,561,545
2019-074G,44719,STARLINK-1013,548,546
2019-074J,44721,STARLINK-1015,549,545
2019-074M,44724,STARLINK-1019,549,546
2019-074X,44734,STARLINK-1029,549,546
2019-074AB,44738,STARLINK-1033,549,546
2019-074AD,44740,STARLINK-1035,549,546
2019-074AG,44743,STARLINK-1038,549,546
2019-074AK,44746,STARLINK-1041,548,546
2019-074AL,44747,STARLINK-1042,549,545
2019-074AQ,44751,STARLINK-1046,549,546
