INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1993-036BXA,47046,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.63,73.91,1016,750,,,0,SMALL,8263,1993,36,BXA,Y,COSMOS 2251 DEB,1993-036BXA,47046
1993-036BXH,47053,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,106.27,74.06,1347,761,,,0,SMALL,8263,1993,36,BXH,Y,COSMOS 2251 DEB,1993-036BXH,47053
1993-036BYM,47119,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,102.16,74.09,1011,711,,,0,SMALL,8263,1993,36,BYM,Y,COSMOS 2251 DEB,1993-036BYM,47119
2020-091C,47229,PAYLOAD,GONETS M 22,CIS,2020-12-03,PKMTR,,115.86,82.5,1512,1476,,,0,LARGE,8263,2020,91,C,Y,GONETS M 22,2020-091C,47229
2020-100J,47266,PAYLOAD,ONEWEB-0120,UK,2020-12-18,VOSTO,,109.72,87.89,1215,1213,,,0,LARGE,8263,2020,100,J,Y,ONEWEB-0120,2020-100J,47266
2020-100K,47267,PAYLOAD,ONEWEB-0121,UK,2020-12-18,VOSTO,,109.72,87.89,1215,1212,,,0,LARGE,8263,2020,100,K,Y,ONEWEB-0121,2020-100K,47267
2020-100M,47269,PAYLOAD,ONEWEB-0123,UK,2020-12-18,VOSTO,,109.72,87.9,1215,1213,,,0,LARGE,8263,2020,100,M,Y,ONEWEB-0123,2020-100M,47269
2021-005K,47358,PAYLOAD,STARLINK-2055,US,2021-01-20,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,5,K,Y,STARLINK-2055,2021-005K,47358
2021-005AL,47383,PAYLOAD,STARLINK-2103,US,2021-01-20,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,5,AL,Y,STARLINK-2103,2021-005AL,47383
2021-005BL,47407,PAYLOAD,STARLINK-2134,US,2021-01-20,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,5,BL,Y,STARLINK-2134,2021-005BL,47407
2021-006Z,47436,UNKNOWN,OBJECT Z,TBD,2021-01-24,AFETR,,95.07,97.41,532,512,,,0,MEDIUM,8263,2021,6,Z,Y,OBJECT Z,2021-006Z,47436
2021-009T,47565,PAYLOAD,STARLINK-1964,US,2021-02-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,9,T,Y,STARLINK-1964,2021-009T,47565
2021-009AE,47576,PAYLOAD,STARLINK-1978,US,2021-02-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,9,AE,Y,STARLINK-1978,2021-009AE,47576
2021-012V,47639,PAYLOAD,STARLINK-2016,US,2021-02-16,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,12,V,Y,STARLINK-2016,2021-012V,47639
2021-012X,47641,PAYLOAD,STARLINK-2019,US,2021-02-16,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,12,X,Y,STARLINK-2019,2021-012X,47641
2021-012AB,47645,PAYLOAD,STARLINK-2027,US,2021-02-16,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,12,AB,Y,STARLINK-2027,2021-012AB,47645
2021-012AH,47651,PAYLOAD,STARLINK-2035,US,2021-02-16,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,12,AH,Y,STARLINK-2035,2021-012AH,47651
2021-021X,47881,PAYLOAD,STARLINK-2339,US,2021-03-14,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,21,X,Y,STARLINK-2339,2021-021X,47881
2021-021BC,47910,PAYLOAD,STARLINK-2370,US,2021-03-14,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,21,BC,Y,STARLINK-2370,2021-021BC,47910
2021-022B,47933,PAYLOAD,GRUS-1C,JPN,2021-03-22,TTMTR,,96.4,97.68,599,574,,,0,MEDIUM,8263,2021,22,B,Y,GRUS-1C,2021-022B,47933
2021-024BK,48034,PAYLOAD,STARLINK-2288,US,2021-03-24,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,24,BK,Y,STARLINK-2288,2021-024BK,48034
2021-025X,48063,PAYLOAD,ONEWEB-0164,UK,2021-03-25,VOSTO,,109.63,87.89,1211,1208,,,0,LARGE,8263,2021,25,X,Y,ONEWEB-0164,2021-025X,48063
2021-027B,48093,PAYLOAD,STARLINK-2404,US,2021-04-07,AFETR,,95.59,53.06,549,546,,,0,LARGE,8263,2021,27,B,Y,STARLINK-2404,2021-027B,48093
2021-027Q,48106,PAYLOAD,STARLINK-2442,US,2021-04-07,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,27,Q,Y,STARLINK-2442,2021-027Q,48106
2002-032G,48166,DEBRIS,NOAA 17 DEB,US,2002-06-24,AFWTR,,100.81,98.75,814,780,,,0,SMALL,8263,2002,32,G,Y,NOAA 17 DEB,2002-032G,48166
2021-036T,48293,PAYLOAD,STARLINK-2550,US,2021-04-29,AFETR,,95.59,53.06,548,546,,,0,LARGE,8263,2021,36,T,Y,STARLINK-2550,2021-036T,48293
2021-037A,48340,PAYLOAD,YAOGAN-34,PRC,2021-04-30,JSC,,107.04,63.41,1135,1045,,,0,LARGE,8263,2021,37,A,Y,YAOGAN-34,2021-037A,48340
2021-038K,48362,PAYLOAD,STARLINK-2578,US,2021-05-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,38,K,Y,STARLINK-2578,2021-038K,48362
2021-038V,48372,PAYLOAD,STARLINK-2572,US,2021-05-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,38,V,Y,STARLINK-2572,2021-038V,48372
2021-038X,48374,PAYLOAD,STARLINK-2604,US,2021-05-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,38,X,Y,STARLINK-2604,2021-038X,48374
2021-038AA,48377,PAYLOAD,STARLINK-2499,US,2021-05-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,38,AA,Y,STARLINK-2499,2021-038AA,48377
2021-038AG,48383,PAYLOAD,STARLINK-2599,US,2021-05-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,38,AG,Y,STARLINK-2599,2021-038AG,48383
2021-038AX,48398,PAYLOAD,STARLINK-2588,US,2021-05-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,38,AX,Y,STARLINK-2588,2021-038AX,48398
2021-038BH,48408,PAYLOAD,STARLINK-2592,US,2021-05-04,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,38,BH,Y,STARLINK-2592,2021-038BH,48408
2021-040AW,48472,PAYLOAD,STARLINK-2722,US,2021-05-09,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,40,AW,Y,STARLINK-2722,2021-040AW,48472
2021-041T,48570,PAYLOAD,STARLINK-2220,US,2021-05-15,AFETR,,95.59,53.06,549,546,,,0,LARGE,8263,2021,41,T,Y,STARLINK-2220,2021-041T,48570
2021-044AZ,48685,PAYLOAD,STARLINK-2751,US,2021-05-26,AFETR,,95.59,53.05,548,546,,,0,LARGE,8263,2021,44,AZ,Y,STARLINK-2751,2021-044AZ,48685
2021-060A,48967,PAYLOAD,ONEWEB-0249,UK,2021-07-01,VOSTO,,109.37,87.91,1199,1197,,,0,LARGE,8263,2021,60,A,Y,ONEWEB-0249,2021-060A,48967
2021-060B,48968,PAYLOAD,ONEWEB-0250,UK,2021-07-01,VOSTO,,109.37,87.91,1199,1196,,,0,LARGE,8263,2021,60,B,Y,ONEWEB-0250,2021-060B,48968
2021-060K,48976,PAYLOAD,ONEWEB-0258,UK,2021-07-01,VOSTO,,109.37,87.91,1199,1197,,,0,LARGE,8263,2021,60,K,Y,ONEWEB-0258,2021-060K,48976
2021-060AH,48998,PAYLOAD,ONEWEB-0280,UK,2021-07-01,VOSTO,,109.37,87.91,1200,1196,,,0,MEDIUM,8263,2021,60,AH,Y,ONEWEB-0280,2021-060AH,48998
2021-068A,49052,PAYLOAD,MONOLITH,US,2021-07-29,RLLC,,96.67,37.02,604,594,,,0,MEDIUM,8263,2021,68,A,Y,MONOLITH,2021-068A,49052
2021-073E,49070,PAYLOAD,PNEO4,FR,2021-08-17,FRGUI,,97.19,97.89,625,623,,,0,LARGE,8263,2021,73,E,Y,PNEO4,2021-073E,49070
2021-075S,49091,PAYLOAD,ONEWEB-0302,UK,2021-08-21,TTMTR,,109.72,87.89,1215,1213,,,0,LARGE,8263,2021,75,S,Y,ONEWEB-0302,2021-075S,49091
2021-083T,49203,PAYLOAD,ONEWEB-0337,UK,2021-09-14,TTMTR,,109.63,87.9,1211,1209,,,0,MEDIUM,8263,2021,83,T,Y,ONEWEB-0337,2021-083T,49203
2021-104M,49419,PAYLOAD,STARLINK-3120,US,2021-11-13,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2021,104,M,Y,STARLINK-3120,2021-104M,49419
2021-104AB,49433,PAYLOAD,STARLINK-3079,US,2021-11-13,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2021,104,AB,Y,STARLINK-3079,2021-104AB,49433
2021-115Q,49738,PAYLOAD,STARLINK-3143,US,2021-12-02,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2021,115,Q,Y,STARLINK-3143,2021-115Q,49738
2021-115W,49744,PAYLOAD,STARLINK-3231,US,2021-12-02,AFETR,,95.44,53.22,542,538,,,0,MEDIUM,8263,2021,115,W,Y,STARLINK-3231,2021-115W,49744
2014-028P,49932,DEBRIS,COSMOS 2499 DEB,CIS,2014-05-23,PKMTR,,111.59,82.52,1552,1048,,,0,SMALL,8263,2014,28,P,Y,COSMOS 2499 DEB,2014-028P,49932
2021-125AH,50187,PAYLOAD,STARLINK-3272,US,2021-12-18,AFWTR,,95.44,53.22,541,538,,,0,LARGE,8263,2021,125,AH,Y,STARLINK-3272,2021-125AH,50187
1987-011AQ,50775,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.42,65.01,789,768,,1.0,0,SMALL,8263,1987,11,AQ,Y,COSMOS 1818 COOLANT,1987-011AQ,50775
2022-001E,50807,PAYLOAD,STARLINK-3353,US,2022-01-06,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,1,E,Y,STARLINK-3353,2022-001E,50807
2022-005C,51106,PAYLOAD,STARLINK-3176,US,2022-01-19,AFETR,,95.44,53.22,542,537,,,0,LARGE,8263,2022,5,C,Y,STARLINK-3176,2022-005C,51106
2022-005M,51115,PAYLOAD,STARLINK-3397,US,2022-01-19,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,5,M,Y,STARLINK-3397,2022-005M,51115
2022-005V,51123,PAYLOAD,STARLINK-3392,US,2022-01-19,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,5,V,Y,STARLINK-3392,2022-005V,51123
2022-005W,51124,PAYLOAD,STARLINK-3389,US,2022-01-19,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,5,W,Y,STARLINK-3389,2022-005W,51124
2022-007A,51284,PAYLOAD,LT-1 O1A,PRC,2022-01-25,JSC,,96.75,97.81,604,602,,,0,LARGE,8263,2022,7,A,Y,LT-1 O1A,2022-007A,51284
2021-022AQ,51288,PAYLOAD,ELSA-D CLIENT,JPN,2021-03-22,TTMTR,,95.39,97.51,549,526,,,0,SMALL,8263,2021,22,AQ,Y,ELSA-D CLIENT,2021-022AQ,51288
2022-010M,51467,PAYLOAD,STARLINK-3178,US,2022-02-03,AFETR,,95.44,53.22,542,537,,,0,LARGE,8263,2022,10,M,Y,STARLINK-3178,2022-010M,51467
2022-016AE,51742,PAYLOAD,STARLINK-3521,US,2022-02-21,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,16,AE,Y,STARLINK-3521,2022-016AE,51742
2022-016AW,51758,PAYLOAD,STARLINK-3458,US,2022-02-21,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,16,AW,Y,STARLINK-3458,2022-016AW,51758
2022-017AT,51809,PAYLOAD,STARLINK-3607,US,2022-02-25,AFWTR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,17,AT,Y,STARLINK-3607,2022-017AT,51809
2022-022AM,51887,PAYLOAD,STARLINK-3551,US,2022-03-03,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,22,AM,Y,STARLINK-3551,2022-022AM,51887
2022-039B,52258,ROCKET BODY,CZ-4C R/B,PRC,2022-04-15,TSC,,96.54,98.19,688,498,,,0,LARGE,8263,2022,39,B,Y,CZ-4C R/B,2022-039B,52258
2022-041AS,52301,PAYLOAD,STARLINK-3768,US,2022-04-21,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,41,AS,Y,STARLINK-3768,2022-041AS,52301
2022-045AT,52372,PAYLOAD,STARLINK-3796,US,2022-04-29,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,45,AT,Y,STARLINK-3796,2022-045AT,52372
2022-045BD,52382,PAYLOAD,STARLINK-3799,US,2022-04-29,AFETR,,95.44,53.22,544,535,,,0,LARGE,8263,2022,45,BD,Y,STARLINK-3799,2022-045BD,52382
2022-049U,52469,PAYLOAD,STARLINK-3828,US,2022-05-06,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,49,U,Y,STARLINK-3828,2022-049U,52469
2022-051P,52546,PAYLOAD,STARLINK-3948,US,2022-05-13,AFWTR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,51,P,Y,STARLINK-3948,2022-051P,52546
2022-051T,52550,PAYLOAD,STARLINK-3965,US,2022-05-13,AFWTR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,51,T,Y,STARLINK-3965,2022-051T,52550
2022-051AZ,52583,PAYLOAD,STARLINK-3895,US,2022-05-13,AFWTR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,51,AZ,Y,STARLINK-3895,2022-051AZ,52583
2022-052AN,52634,PAYLOAD,STARLINK-3974,US,2022-05-14,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,52,AN,Y,STARLINK-3974,2022-052AN,52634
2022-053A,52656,PAYLOAD,STARLINK-4004,US,2022-05-18,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,53,A,Y,STARLINK-4004,2022-053A,52656
2022-053H,52663,PAYLOAD,STARLINK-4037,US,2022-05-18,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,53,H,Y,STARLINK-4037,2022-053H,52663
2022-053AF,52685,PAYLOAD,STARLINK-4029,US,2022-05-18,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,53,AF,Y,STARLINK-4029,2022-053AF,52685
2022-053AS,52696,PAYLOAD,STARLINK-4025,US,2022-05-18,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,53,AS,Y,STARLINK-4025,2022-053AS,52696
2022-053AU,52698,PAYLOAD,STARLINK-4030,US,2022-05-18,AFETR,,95.44,53.22,542,538,,,0,MEDIUM,8263,2022,53,AU,Y,STARLINK-4030,2022-053AU,52698
2022-057AH,52763,PAYLOAD,SHERPA-AC1,US,2022-05-25,AFETR,,95.12,97.53,532,517,,,0,MEDIUM,8263,2022,57,AH,Y,SHERPA-AC1,2022-057AH,52763
2022-057AL,52766,PAYLOAD,CELESTIS 21 - VARISAT 1C,US,2022-05-25,AFETR,,95.04,97.54,529,512,,,0,SMALL,8263,2022,57,AL,Y,CELESTIS 21 - VARISAT 1C,2022-057AL,52766
2022-062X,52851,PAYLOAD,STARLINK-3809,US,2022-06-17,AFETR,,95.44,53.22,542,537,,,0,LARGE,8263,2022,62,X,Y,STARLINK-3809,2022-062X,52851
2022-062AM,52865,PAYLOAD,STARLINK-4274,US,2022-06-17,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,62,AM,Y,STARLINK-4274,2022-062AM,52865
2022-062AV,52873,PAYLOAD,STARLINK-4211,US,2022-06-17,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,62,AV,Y,STARLINK-4211,2022-062AV,52873
2022-065C,52896,ROCKET BODY,KSLV-II R/B,SKOR,2022-06-21,NSC,,98.45,98.09,699,670,,,0,LARGE,8263,2022,65,C,Y,KSLV-II R/B,2022-065C,52896
2022-077AG,53073,PAYLOAD,STARLINK-4346,US,2022-07-11,AFWTR,,95.92,97.66,565,561,,,0,LARGE,8263,2022,77,AG,Y,STARLINK-4346,2022-077AG,53073
2022-083Z,53155,PAYLOAD,STARLINK-4088,US,2022-07-17,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,83,Z,Y,STARLINK-4088,2022-083Z,53155
2022-083AP,53169,PAYLOAD,STARLINK-4117,US,2022-07-17,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,83,AP,Y,STARLINK-4117,2022-083AP,53169
2022-083AY,53178,PAYLOAD,STARLINK-4280,US,2022-07-17,AFETR,,95.44,53.22,542,538,,,0,LARGE,8263,2022,83,AY,Y,STARLINK-4280,2022-083AY,53178
2022-084AJ,53221,PAYLOAD,STARLINK-4377,US,2022-07-22,AFWTR,,95.92,97.66,564,562,,,0,LARGE,8263,2022,84,AJ,Y,STARLINK-4377,2022-084AJ,53221
2022-086X,53263,PAYLOAD,STARLINK-4130,US,2022-07-24,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,86,X,Y,STARLINK-4130,2022-086X,53263
2022-086AG,53272,PAYLOAD,STARLINK-4122,US,2022-07-24,AFETR,,95.44,53.21,541,538,,,0,LARGE,8263,2022,86,AG,Y,STARLINK-4122,2022-086AG,53272
2022-086AX,53287,PAYLOAD,STARLINK-4107,US,2022-07-24,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,86,AX,Y,STARLINK-4107,2022-086AX,53287
2022-086AZ,53289,PAYLOAD,STARLINK-4176,US,2022-07-24,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,86,AZ,Y,STARLINK-4176,2022-086AZ,53289
2022-086BE,53294,PAYLOAD,STARLINK-4146,US,2022-07-24,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,86,BE,Y,STARLINK-4146,2022-086BE,53294
2022-111W,53793,PAYLOAD,STARLINK-4728,US,2022-09-11,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,111,W,Y,STARLINK-4728,2022-111W,53793
2022-111X,53794,PAYLOAD,STARLINK-4730,US,2022-09-11,AFETR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,111,X,Y,STARLINK-4730,2022-111X,53794
2022-111AE,53801,PAYLOAD,STARLINK-4715,US,2022-09-11,AFETR,,95.44,53.22,541,539,,,0,LARGE,8263,2022,111,AE,Y,STARLINK-4715,2022-111AE,53801
2022-125C,53966,PAYLOAD,STARLINK-4635,US,2022-10-05,AFWTR,,95.44,53.22,541,538,,,0,LARGE,8263,2022,125,C,Y,STARLINK-4635,2022-125C,53966
2022-127B,54024,ROCKET BODY,ELECTRON KICK STAGE R/B,US,2022-10-07,RLLC,,97.76,98.29,751,552,,,0,MEDIUM,8263,2022,127,B,Y,ELECTRON KICK STAGE R/B,2022-127B,54024
2022-136M,54062,PAYLOAD,STARLINK-5170,US,2022-10-20,AFETR,,95.44,53.22,541,539,,,0,LARGE,8263,2022,136,M,Y,STARLINK-5170,2022-136M,54062
2022-151AB,54284,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.26,98.82,901,830,,,0,SMALL,8263,2022,151,AB,Y,CZ-6A DEB,2022-151AB,54284
2022-151AC,54285,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.71,98.81,946,828,,,0,SMALL,8263,2022,151,AC,Y,CZ-6A DEB,2022-151AC,54285
2022-151BF,54312,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.4,98.97,843,807,,,0,SMALL,8263,2022,151,BF,Y,CZ-6A DEB,2022-151BF,54312
2022-151GB,54451,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.25,99.0,879,757,,,0,SMALL,8263,2022,151,GB,Y,CZ-6A DEB,2022-151GB,54451
2022-151LY,54572,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.29,98.71,870,674,,,0,SMALL,8263,2022,151,LY,Y,CZ-6A DEB,2022-151LY,54572
2022-151MX,54597,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.02,98.71,865,749,,,0,,8263,2022,151,MX,Y,CZ-6A DEB,2022-151MX,54597
2022-151NG,54606,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.09,98.83,915,800,,,0,SMALL,8263,2022,151,NG,Y,CZ-6A DEB,2022-151NG,54606
2022-151NR,54615,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.39,98.8,914,830,,,0,SMALL,8263,2022,151,NR,Y,CZ-6A DEB,2022-151NR,54615
2012-025AD,54721,DEBRIS,H-2A DEB,JPN,2012-05-17,TNSTA,,95.28,98.18,562,502,,,0,SMALL,8263,2012,25,AD,Y,H-2A DEB,2012-025AD,54721
2012-025AN,54730,DEBRIS,H-2A DEB,JPN,2012-05-17,TNSTA,,94.74,98.19,524,488,,,0,SMALL,8263,2012,25,AN,Y,H-2A DEB,2012-025AN,54730
2012-025AP,54731,DEBRIS,H-2A DEB,JPN,2012-05-17,TNSTA,,94.75,98.21,531,482,,,0,SMALL,8263,2012,25,AP,Y,H-2A DEB,2012-025AP,54731
2012-025AR,54733,DEBRIS,H-2A DEB,JPN,2012-05-17,TNSTA,,95.38,98.22,564,510,,,0,SMALL,8263,2012,25,AR,Y,H-2A DEB,2012-025AR,54733
1961-015AV,159,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,110.58,65.52,1542,964,,,0,MEDIUM,8264,1961,15,AV,Y,THOR ABLESTAR DEB,1961-015AV,159
1961-015BK,223,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,103.69,66.89,981,885,,,0,MEDIUM,8264,1961,15,BK,Y,THOR ABLESTAR DEB,1961-015BK,223
1961-015EP,414,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,104.56,66.45,1009,939,,,0,MEDIUM,8264,1961,15,EP,Y,THOR ABLESTAR DEB,1961-015EP,414
1961-015GT,561,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,116.08,67.76,2006,1003,,,0,MEDIUM,8264,1961,15,GT,Y,THOR ABLESTAR DEB,1961-015GT,561
1961-015GW,645,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,110.44,66.59,1559,935,,,0,SMALL,8264,1961,15,GW,Y,THOR ABLESTAR DEB,1961-015GW,645
1964-031C,815,ROCKET BODY,THOR AGENA D R/B,US,1964-06-18,AFWTR,,100.87,99.83,808,792,,,0,LARGE,8264,1964,31,C,Y,THOR AGENA D R/B,1964-031C,815
1965-065C,1510,PAYLOAD,DODECAPOLE 2,US,1965-08-13,AFWTR,,103.05,90.04,930,876,,,0,LARGE,8264,1965,65,C,Y,DODECAPOLE 2,1965-065C,1510
1965-093A,1738,PAYLOAD,EXPLORER 30,US,1965-11-19,WLPIS,,99.97,59.71,847,667,,,0,MEDIUM,8264,1965,93,A,Y,EXPLORER 30,1965-093A,1738
1961-015HT,1943,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,101.24,66.86,858,777,,,0,SMALL,8264,1961,15,HT,Y,THOR ABLESTAR DEB,1961-015HT,1943
1966-025A,2121,PAYLOAD,OV1-4,US,1966-03-30,AFWTR,,103.82,144.5,1001,878,,,0,MEDIUM,8264,1966,25,A,Y,OV1-4,1966-025A,2121
1966-016D,2224,DEBRIS,DELTA 1 DEB,US,1966-02-28,AFETR,,115.01,101.01,1563,1348,,,0,SMALL,8264,1966,16,D,Y,DELTA 1 DEB,1966-016D,2224
1967-053H,2874,PAYLOAD,OPS 5712 (P/L 153),US,1967-05-31,AFWTR,,103.12,69.97,910,902,,,0,MEDIUM,8264,1967,53,H,Y,OPS 5712 (P/L 153),1967-053H,2874
1967-096B,2985,ROCKET BODY,THOR BURNER 2 R/B,US,1967-10-11,AFWTR,,98.3,99.15,740,614,,,0,LARGE,8264,1967,96,B,Y,THOR BURNER 2 R/B,1967-096B,2985
1963-038H,3166,DEBRIS,TRANSIT 5B-1 DEB,US,1963-09-28,AFWTR,,107.09,90.01,1124,1060,,,0,MEDIUM,8264,1963,38,H,Y,TRANSIT 5B-1 DEB,1963-038H,3166
1965-082MY,3386,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,,96.95,32.37,618,607,,,0,SMALL,8264,1965,82,MY,Y,TITAN 3C TRANSTAGE DEB,1965-082MY,3386
1965-048F,3592,DEBRIS,THOR ABLESTAR DEB,US,1965-06-24,AFWTR,,105.75,89.91,1077,982,,,0,SMALL,8264,1965,48,F,Y,THOR ABLESTAR DEB,1965-048F,3592
1968-097BA,3788,DEBRIS,COSMOS 252 DEB,CIS,1968-11-01,TTMTR,,121.18,61.87,2210,1257,,,0,SMALL,8264,1968,97,BA,Y,COSMOS 252 DEB,1968-097BA,3788
1969-082AG,4164,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,101.06,70.08,836,782,,,0,SMALL,8264,1969,82,AG,Y,THORAD AGENA D DEB,1969-082AG,4164
1969-082AY,4180,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,100.53,69.98,839,728,,,0,SMALL,8264,1969,82,AY,Y,THORAD AGENA D DEB,1969-082AY,4180
1969-082BX,4208,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,101.23,70.09,829,804,,,0,SMALL,8264,1969,82,BX,Y,THORAD AGENA D DEB,1969-082BX,4208
1970-034A,4382,PAYLOAD,DFH-1,PRC,1970-04-24,JSC,,110.01,68.42,2021,434,,,0,MEDIUM,8264,1970,34,A,Y,DFH-1,1970-034A,4382
1970-025P,4611,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.74,99.82,980,796,,,0,MEDIUM,8264,1970,25,P,Y,THORAD AGENA D DEB,1970-025P,4611
1970-025AL,4652,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,103.88,99.52,964,919,,,0,SMALL,8264,1970,25,AL,Y,THORAD AGENA D DEB,1970-025AL,4652
1970-025CH,4734,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.03,100.14,1010,887,,,0,SMALL,8264,1970,25,CH,Y,THORAD AGENA D DEB,1970-025CH,4734
1970-025DT,4773,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.24,100.13,1075,1029,,,0,SMALL,8264,1970,25,DT,Y,THORAD AGENA D DEB,1970-025DT,4773
1970-025EA,4819,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,101.54,100.11,862,801,,,0,SMALL,8264,1970,25,EA,Y,THORAD AGENA D DEB,1970-025EA,4819
1970-025EE,4842,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.85,99.92,904,883,,,0,MEDIUM,8264,1970,25,EE,Y,THORAD AGENA D DEB,1970-025EE,4842
1970-025GA,4934,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.88,100.06,994,984,,,0,SMALL,8264,1970,25,GA,Y,THORAD AGENA D DEB,1970-025GA,4934
