INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1970-025GD,4943,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,109.92,99.68,1397,1050,,,0,SMALL,8264,1970,25,GD,Y,THORAD AGENA D DEB,1970-025GD,4943
1970-025GF,4945,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,103.91,99.86,1015,872,,,0,SMALL,8264,1970,25,GF,Y,THORAD AGENA D DEB,1970-025GF,4945
1971-015L,5017,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,107.65,65.71,1689,547,,,0,MEDIUM,8264,1971,15,L,Y,COSMOS 397 DEB,1971-015L,5017
1971-020C,5052,DEBRIS,SL-8 DEB,CIS,1971-03-18,PKMTR,,104.85,65.82,992,983,,,0,MEDIUM,8264,1971,20,C,Y,SL-8 DEB,1971-020C,5052
1971-025A,5105,PAYLOAD,COSMOS 402,CIS,1971-04-01,TTMTR,,104.87,64.98,1029,948,,,0,LARGE,8264,1971,25,A,Y,COSMOS 402,1971-025A,5105
1970-025KE,5203,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,109.41,99.9,1370,1029,,,0,SMALL,8264,1970,25,KE,Y,THORAD AGENA D DEB,1970-025KE,5203
1971-015BB,5272,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,107.85,65.56,1695,560,,,0,SMALL,8264,1971,15,BB,Y,COSMOS 397 DEB,1971-015BB,5272
1971-086G,5553,PAYLOAD,COSMOS 450,CIS,1971-10-13,PKMTR,,115.88,74.03,1529,1462,,,0,MEDIUM,8264,1971,86,G,Y,COSMOS 450,1971-086G,5553
1961-015JV,5746,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,102.12,66.3,891,827,,,0,SMALL,8264,1961,15,JV,Y,THOR ABLESTAR DEB,1961-015JV,5746
1972-009B,5847,ROCKET BODY,SL-8 R/B,CIS,1972-02-25,PKMTR,,104.4,74.05,988,945,,,0,LARGE,8264,1972,9,B,Y,SL-8 R/B,1972-009B,5847
1960-016E,5922,DEBRIS,TIROS 2 DEB *,US,1960-11-23,AFETR,,105.12,47.03,1030,970,,,0,SMALL,8264,1960,16,E,Y,TIROS 2 DEB *,1960-016E,5922
1972-062B,6149,ROCKET BODY,SL-8 R/B,CIS,1972-08-16,PKMTR,,104.12,82.97,960,947,,,0,LARGE,8264,1972,62,B,Y,SL-8 R/B,1972-062B,6149
1972-087C,6265,PAYLOAD,COSMOS 530,CIS,1972-11-01,PKMTR,,113.78,74.03,1468,1332,,,0,MEDIUM,8264,1972,87,C,Y,COSMOS 530,1972-087C,6265
1972-097A,6305,PAYLOAD,NIMBUS 5,US,1972-12-11,AFWTR,,107.13,99.89,1100,1087,,,0,LARGE,8264,1972,97,A,Y,NIMBUS 5,1972-097A,6305
1974-029A,7291,PAYLOAD,COSMOS 651,CIS,1974-05-15,TTMTR,,103.38,64.97,937,900,,,0,LARGE,8264,1974,29,A,Y,COSMOS 651,1974-029A,7291
1975-045J,7831,ROCKET BODY,SL-8 R/B,CIS,1975-05-28,PKMTR,,117.95,73.99,1692,1485,,,0,LARGE,8264,1975,45,J,Y,SL-8 R/B,1975-045J,7831
1975-051D,7938,DEBRIS,SSU 1 DEB,US,1975-06-08,AFWTR,,113.2,94.99,1404,1343,,,0,SMALL,8264,1975,51,D,Y,SSU 1 DEB,1975-051D,7938
1975-082B,8352,ROCKET BODY,N-1 R/B,JPN,1975-09-09,TNSTA,,105.81,46.99,1095,969,,,0,MEDIUM,8264,1975,82,B,Y,N-1 R/B,1975-082B,8352
1975-124B,8520,ROCKET BODY,SL-3 R/B,CIS,1975-12-25,PKMTR,,102.2,81.29,891,834,,,0,LARGE,8264,1975,124,B,Y,SL-3 R/B,1975-124B,8520
1976-008B,8608,PAYLOAD,COSMOS 792,CIS,1976-01-28,PKMTR,,115.16,74.05,1491,1435,,,0,MEDIUM,8264,1976,8,B,Y,COSMOS 792,1976-008B,8608
1976-011A,8645,PAYLOAD,COSMOS 800,CIS,1976-02-03,PKMTR,,104.95,82.97,1007,978,,,0,LARGE,8264,1976,11,A,Y,COSMOS 800,1976-011A,8645
1975-004AN,8956,DEBRIS,DELTA 1 DEB,US,1975-01-22,AFWTR,,97.64,98.24,667,625,,,0,LARGE,8264,1975,4,AN,Y,DELTA 1 DEB,1975-004AN,8956
1975-004DE,9040,DEBRIS,DELTA 1 DEB,US,1975-01-22,AFWTR,,99.48,97.95,767,701,,,0,SMALL,8264,1975,4,DE,Y,DELTA 1 DEB,1975-004DE,9040
1976-126M,9655,DEBRIS,COSMOS 886 DEB,CIS,1976-12-27,TTMTR,,105.44,65.79,1551,479,,,0,SMALL,8264,1976,126,M,Y,COSMOS 886 DEB,1976-126M,9655
1974-089EA,9795,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,114.05,101.92,1642,1182,,,0,SMALL,8264,1974,89,EA,Y,THORAD DELTA 1 DEB,1974-089EA,9795
1977-024C,9907,DEBRIS,SL-3 DEB,CIS,1977-04-05,PKMTR,,99.22,82.92,726,717,,,0,SMALL,8264,1977,24,C,Y,SL-3 DEB,1977-024C,9907
1973-086GH,9978,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,116.78,101.91,1579,1494,,,0,SMALL,8264,1973,86,GH,Y,DELTA 1 DEB,1973-086GH,9978
1977-116C,10518,DEBRIS,SL-8 DEB,CIS,1977-12-13,PKMTR,,104.57,65.83,985,964,,,0,MEDIUM,8264,1977,116,C,Y,SL-8 DEB,1977-116C,10518
1978-100A,11084,PAYLOAD,COSMOS 1045,CIS,1978-10-26,PKMTR,,120.32,82.55,1705,1686,,,0,LARGE,8264,1978,100,A,Y,COSMOS 1045,1978-100A,11084
1979-003B,11239,ROCKET BODY,SL-8 R/B,CIS,1979-01-16,PKMTR,,104.66,82.94,1009,948,,,0,LARGE,8264,1979,3,B,Y,SL-8 R/B,1979-003B,11239
1979-024A,11296,PAYLOAD,COSMOS 1081,CIS,1979-03-15,PKMTR,,114.53,74.03,1465,1403,,,0,MEDIUM,8264,1979,24,A,Y,COSMOS 1081,1979-024A,11296
1979-026A,11308,PAYLOAD,COSMOS 1089,CIS,1979-03-21,PKMTR,,104.71,82.98,997,965,,,0,LARGE,8264,1979,26,A,Y,COSMOS 1089,1979-026A,11308
1965-027F,11631,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.1,90.26,1308,1246,,,0,SMALL,8264,1965,27,F,Y,OPS 4682 DEB,1965-027F,11631
1980-012H,11698,PAYLOAD,COSMOS 1163,CIS,1980-02-11,PKMTR,,116.14,74.02,1543,1471,,,0,MEDIUM,8264,1980,12,H,Y,COSMOS 1163,1980-012H,11698
1980-073B,11963,ROCKET BODY,SL-3 R/B,CIS,1980-09-09,PKMTR,,102.14,81.28,915,805,,,0,LARGE,8264,1980,73,B,Y,SL-3 R/B,1980-073B,11963
1980-102B,12108,PAYLOAD,COSMOS 1229,CIS,1980-12-23,PKMTR,,114.64,73.99,1465,1414,,,0,MEDIUM,8264,1980,102,B,Y,COSMOS 1229,1980-102B,12108
1978-026P,12174,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.16,99.11,891,831,,,0,LARGE,8264,1978,26,P,Y,DELTA 1 DEB,1978-026P,12174
1978-026AU,12203,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,100.31,98.66,820,727,,,0,MEDIUM,8264,1978,26,AU,Y,DELTA 1 DEB,1978-026AU,12203
1978-026CB,12234,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.62,99.18,904,862,,,0,SMALL,8264,1978,26,CB,Y,DELTA 1 DEB,1978-026CB,12234
1978-026DF,12262,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.21,98.93,944,783,,,0,SMALL,8264,1978,26,DF,Y,DELTA 1 DEB,1978-026DF,12262
1981-021C,12551,PAYLOAD,COSMOS 1249 FUEL CORE,CIS,1981-03-05,TTMTR,,103.56,64.97,970,883,,,0,MEDIUM,8264,1981,21,C,Y,COSMOS 1249 FUEL CORE,1981-021C,12551
1981-053Z,12669,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.11,83.0,962,849,,,0,SMALL,8264,1981,53,Z,Y,COSMOS 1275 DEB,1981-053Z,12669
1981-053BS,12725,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.32,83.14,1038,887,,,0,SMALL,8264,1981,53,BS,Y,COSMOS 1275 DEB,1981-053BS,12725
1981-053BX,12730,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.35,82.94,838,808,,,0,MEDIUM,8264,1981,53,BX,Y,COSMOS 1275 DEB,1981-053BX,12730
1981-091B,12836,ROCKET BODY,SL-8 R/B,CIS,1981-09-18,PKMTR,,104.61,82.92,992,960,,,0,LARGE,8264,1981,91,B,Y,SL-8 R/B,1981-091B,12836
1981-053EE,12950,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.9,83.01,889,808,,,0,SMALL,8264,1981,53,EE,Y,COSMOS 1275 DEB,1981-053EE,12950
1981-053EP,13017,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.11,82.93,930,881,,,0,SMALL,8264,1981,53,EP,Y,COSMOS 1275 DEB,1981-053EP,13017
1982-030B,13128,ROCKET BODY,SL-8 R/B,CIS,1982-04-08,PKMTR,,104.67,82.92,1000,958,,,0,LARGE,8264,1982,30,B,Y,SL-8 R/B,1982-030B,13128
1982-052A,13243,PAYLOAD,COSMOS 1372,CIS,1982-06-01,TTMTR,,103.9,64.9,977,908,,,0,LARGE,8264,1982,52,A,Y,COSMOS 1372,1982-052A,13243
1981-053GD,13483,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.87,82.93,853,842,,,0,SMALL,8264,1981,53,GD,Y,COSMOS 1275 DEB,1981-053GD,13483
1977-121BB,13504,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,104.56,66.12,1116,832,,,0,SMALL,8264,1977,121,BB,Y,COSMOS 970 DEB,1977-121BB,13504
1976-126BK,13507,DEBRIS,COSMOS 886 DEB,CIS,1976-12-27,TTMTR,,120.8,65.76,2430,1003,,,0,SMALL,8264,1976,126,BK,Y,COSMOS 886 DEB,1976-126BK,13507
1976-077EJ,13536,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,122.47,101.8,2133,1449,,,0,SMALL,8264,1976,77,EJ,Y,DELTA 1 DEB,1976-077EJ,13536
1978-026FT,13580,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,100.27,98.66,808,735,,,0,SMALL,8264,1978,26,FT,Y,DELTA 1 DEB,1978-026FT,13580
1981-053GM,13619,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.68,83.03,911,860,,,0,SMALL,8264,1981,53,GM,Y,COSMOS 1275 DEB,1981-053GM,13619
1982-109A,13648,PAYLOAD,COSMOS 1420,CIS,1982-11-11,PKMTR,,100.42,73.99,792,765,,,0,LARGE,8264,1982,109,A,Y,COSMOS 1420,1982-109A,13648
1981-053HF,13811,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.35,82.94,885,854,,,0,SMALL,8264,1981,53,HF,Y,COSMOS 1275 DEB,1981-053HF,13811
1984-003B,14625,ROCKET BODY,SL-8 R/B,CIS,1984-01-11,PKMTR,,104.77,82.93,999,969,,,0,LARGE,8264,1984,3,B,Y,SL-8 R/B,1984-003B,14625
1984-012C,14728,PAYLOAD,JD 1,US,1984-02-05,AFWTR,,106.17,63.3,1708,390,,,0,LARGE,8264,1984,12,C,Y,JD 1,1984-012C,14728
1979-078D,14806,DEBRIS,SL-8 DEB *,CIS,1979-08-28,PKMTR,,99.13,74.03,719,715,,,0,SMALL,8264,1979,78,D,Y,SL-8 DEB *,1979-078D,14806
1977-121BK,14906,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,105.0,65.95,1077,911,,,0,SMALL,8264,1977,121,BK,Y,COSMOS 970 DEB,1977-121BK,14906
1984-052J,15006,ROCKET BODY,SL-8 R/B,CIS,1984-05-28,PKMTR,,117.67,74.01,1683,1470,,,0,LARGE,8264,1984,52,J,Y,SL-8 R/B,1984-052J,15006
1985-003D,15472,PAYLOAD,COSMOS 1620,CIS,1985-01-15,PKMTR,,113.83,82.6,1415,1390,,,0,MEDIUM,8264,1985,3,D,Y,COSMOS 1620,1985-003D,15472
1982-109D,15528,DEBRIS,SL-8 DEB *,CIS,1982-11-11,PKMTR,,98.94,74.02,715,701,,,0,SMALL,8264,1982,109,D,Y,SL-8 DEB *,1982-109D,15528
1985-021D,15614,DEBRIS,ATLAS 41E DEB,US,1985-03-13,AFWTR,,97.97,108.23,670,652,,,0,SMALL,8264,1985,21,D,Y,ATLAS 41E DEB,1985-021D,15614
1981-053KB,15766,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,100.89,82.94,805,797,,,0,SMALL,8264,1981,53,KB,Y,COSMOS 1275 DEB,1981-053KB,15766
1985-066F,16020,DEBRIS,SCOUT G-1 DEB,US,1985-08-03,AFWTR,,107.42,90.22,1212,1003,,,0,SMALL,8264,1985,66,F,Y,SCOUT G-1 DEB,1985-066F,16020
1982-055V,16381,DEBRIS,COSMOS 1375 DEB,CIS,1982-06-06,PKMTR,,105.61,65.84,1064,982,,,0,MEDIUM,8264,1982,55,V,Y,COSMOS 1375 DEB,1982-055V,16381
1986-006B,16496,ROCKET BODY,SL-14 R/B,CIS,1986-01-17,PKMTR,,97.01,82.53,628,603,,,0,LARGE,8264,1986,6,B,Y,SL-14 R/B,1986-006B,16496
1986-034A,16719,PAYLOAD,COSMOS 1743,CIS,1986-05-15,PKMTR,,94.82,82.55,518,502,,,0,LARGE,8264,1986,34,A,Y,COSMOS 1743,1986-034A,16719
1981-053KN,17619,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.29,82.95,837,802,,,0,SMALL,8264,1981,53,KN,Y,COSMOS 1275 DEB,1981-053KN,17619
1961-015LR,17713,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,103.08,66.21,955,854,,,0,SMALL,8264,1961,15,LR,Y,THOR ABLESTAR DEB,1961-015LR,17713
1981-053LP,17793,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,108.28,83.15,1352,942,,,0,SMALL,8264,1981,53,LP,Y,COSMOS 1275 DEB,1981-053LP,17793
1982-055AR,17799,DEBRIS,COSMOS 1375 DEB,CIS,1982-06-06,PKMTR,,103.35,65.84,940,894,,,0,SMALL,8264,1982,55,AR,Y,COSMOS 1375 DEB,1982-055AR,17799
1987-051F,18118,PAYLOAD,COSMOS 1857,CIS,1987-06-16,PKMTR,,114.81,74.01,1478,1416,,,0,MEDIUM,8264,1987,51,F,Y,COSMOS 1857,1987-051F,18118
1978-019E,18501,DEBRIS,SL-8 DEB *,CIS,1978-02-17,PKMTR,,98.35,74.06,687,673,,,0,SMALL,8264,1978,19,E,Y,SL-8 DEB *,1978-019E,18501
1982-055BG,18507,DEBRIS,COSMOS 1375 DEB,CIS,1982-06-06,PKMTR,,105.4,65.83,1051,976,,,0,MEDIUM,8264,1982,55,BG,Y,COSMOS 1375 DEB,1982-055BG,18507
1986-086C,18552,DEBRIS,SL-8 DEB,CIS,1986-11-13,PKMTR,,101.82,82.92,869,820,,,0,SMALL,8264,1986,86,C,Y,SL-8 DEB,1986-086C,18552
1987-020AD,18752,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,114.29,73.92,1468,1378,,,0,SMALL,8264,1987,20,AD,Y,COSMOS 1823 DEB,1987-020AD,18752
1988-002B,18789,PAYLOAD,COSMOS 1910,CIS,1988-01-15,PKMTR,,113.96,82.6,1411,1405,,,0,LARGE,8264,1988,2,B,Y,COSMOS 1910,1988-002B,18789
1976-126BY,18907,DEBRIS,COSMOS 886 DEB,CIS,1976-12-27,TTMTR,,108.8,65.82,1856,487,,,0,SMALL,8264,1976,126,BY,Y,COSMOS 886 DEB,1976-126BY,18907
1988-039A,19119,PAYLOAD,COSMOS 1943,CIS,1988-05-15,TTMTR,,101.75,71.0,851,832,,,0,LARGE,8264,1988,39,A,Y,COSMOS 1943,1988-039A,19119
1988-033F,19140,DEBRIS,SCOUT G-1 DEB,US,1988-04-26,AFWTR,,106.11,90.31,1227,865,,,0,SMALL,8264,1988,33,F,Y,SCOUT G-1 DEB,1988-033F,19140
1975-004HP,19311,DEBRIS,DELTA 1 DEB,US,1975-01-22,AFWTR,,100.78,97.7,901,690,,,0,SMALL,8264,1975,4,HP,Y,DELTA 1 DEB,1975-004HP,19311
1970-025PW,19351,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.05,100.05,1019,975,,,0,SMALL,8264,1970,25,PW,Y,THORAD AGENA D DEB,1970-025PW,19351
1971-015DS,19367,DEBRIS,COSMOS 397 DEB *,CIS,1971-02-25,TTMTR,,104.26,65.71,1090,829,,,0,SMALL,8264,1971,15,DS,Y,COSMOS 397 DEB *,1971-015DS,19367
1988-089A,19531,PAYLOAD,NOAA 11,US,1988-09-24,AFWTR,,101.74,98.44,849,833,,,0,LARGE,8264,1988,89,A,Y,NOAA 11,1988-089A,19531
1988-074G,19577,DEBRIS,SCOUT G-1 DEB,US,1988-08-25,AFWTR,,107.09,90.55,1160,1024,,,0,SMALL,8264,1988,74,G,Y,SCOUT G-1 DEB,1988-074G,19577
1988-102D,19657,DEBRIS,SL-16 DEB,CIS,1988-11-23,TTMTR,,104.98,70.98,1149,838,,,0,SMALL,8264,1988,102,D,Y,SL-16 DEB,1988-102D,19657
1989-009A,19785,PAYLOAD,COSMOS 1994,CIS,1989-02-10,PKMTR,,113.9,82.62,1415,1396,,,0,LARGE,8264,1989,9,A,Y,COSMOS 1994,1989-009A,19785
1972-058JM,19834,DEBRIS,DELTA 1 DEB,US,1972-07-23,AFWTR,,98.76,98.52,797,602,,,0,SMALL,8264,1972,58,JM,Y,DELTA 1 DEB,1972-058JM,19834
1989-025B,19903,PAYLOAD,COSMOS 2009,CIS,1989-03-24,PKMTR,,114.66,74.01,1471,1408,,,0,MEDIUM,8264,1989,25,B,Y,COSMOS 2009,1989-025B,19903
1989-028A,19921,PAYLOAD,COSMOS 2016,CIS,1989-04-04,PKMTR,,104.72,82.96,1011,951,,,0,LARGE,8264,1989,28,A,Y,COSMOS 2016,1989-028A,19921
1989-068A,20196,PAYLOAD,COSMOS 2037,CIS,1989-08-28,PKMTR,,116.08,73.56,1524,1485,,,0,LARGE,8264,1989,68,A,Y,COSMOS 2037,1989-068A,20196
1989-074B,20233,PAYLOAD,COSMOS 2039,CIS,1989-09-14,PKMTR,,113.72,82.58,1409,1385,,,0,LARGE,8264,1989,74,B,Y,COSMOS 2039,1989-074B,20233
1990-005C,20438,PAYLOAD,OSCAR 15 (UOSAT 4),UK,1990-01-22,FRGUI,,100.62,98.93,796,780,,,0,MEDIUM,8264,1990,5,C,Y,OSCAR 15 (UOSAT 4),1990-005C,20438
1990-046E,20628,DEBRIS,SL-16 DEB,CIS,1990-05-22,TTMTR,,104.96,70.98,1147,838,,,0,SMALL,8264,1990,46,E,Y,SL-16 DEB,1990-046E,20628
1990-055D,20666,ROCKET BODY,SL-6 R/B(2),CIS,1990-06-21,PKMTR,,96.39,62.78,678,494,,,0,LARGE,8264,1990,55,D,Y,SL-6 R/B(2),1990-055D,20666
1990-081D,20791,ROCKET BODY,CZ-4 R/B,PRC,1990-09-03,TSC,,103.39,98.87,957,881,,,0,LARGE,8264,1990,81,D,Y,CZ-4 R/B,1990-081D,20791
1990-081M,20849,DEBRIS,CZ-4 DEB,PRC,1990-09-03,TSC,,101.89,98.58,879,817,,,0,LARGE,8264,1990,81,M,Y,CZ-4 DEB,1990-081M,20849
1990-081BF,20895,DEBRIS,CZ-4 DEB,PRC,1990-09-03,TSC,,99.71,98.43,765,724,,,0,SMALL,8264,1990,81,BF,Y,CZ-4 DEB,1990-081BF,20895
1991-009T,21156,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,116.71,73.91,1649,1416,,,0,MEDIUM,8264,1991,9,T,Y,SL-8 DEB,1991-009T,21156
1991-009BC,21209,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.68,74.04,1683,1470,,,0,MEDIUM,8264,1991,9,BC,Y,SL-8 DEB,1991-009BC,21209
1990-111C,21255,DEBRIS,SL-8 DEB,CIS,1990-12-10,PKMTR,,99.61,74.04,749,731,,,0,SMALL,8264,1990,111,C,Y,SL-8 DEB,1990-111C,21255
1991-009BP,21400,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,116.44,73.97,1666,1376,,,0,MEDIUM,8264,1991,9,BP,Y,SL-8 DEB,1991-009BP,21400
1975-052FW,21501,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,115.46,99.81,1908,1045,,,0,SMALL,8264,1975,52,FW,Y,DELTA 1 DEB,1975-052FW,21501
1991-056B,21656,ROCKET BODY,SL-14 R/B,CIS,1991-08-15,PKMTR,,109.07,82.55,1203,1165,,,0,LARGE,8264,1991,56,B,Y,SL-14 R/B,1991-056B,21656
1991-059B,21667,ROCKET BODY,SL-8 R/B,CIS,1991-08-22,PKMTR,,104.72,82.91,997,965,,,0,LARGE,8264,1991,59,B,Y,SL-8 R/B,1991-059B,21667
1991-077G,21785,ROCKET BODY,SL-14 R/B,CIS,1991-11-12,PKMTR,,114.73,82.6,1473,1413,,,0,LARGE,8264,1991,77,G,Y,SL-14 R/B,1991-077G,21785
1992-020A,21937,PAYLOAD,COSMOS 2184,CIS,1992-04-15,PKMTR,,104.86,82.93,1014,962,,,0,LARGE,8264,1992,20,A,Y,COSMOS 2184,1992-020A,21937
1992-064A,22161,PAYLOAD,FREJA,SWED,1992-10-06,JSC,,108.2,62.98,1771,516,,,0,LARGE,8264,1992,64,A,Y,FREJA,1992-064A,22161
1992-068D,22185,PAYLOAD,COSMOS 2214,CIS,1992-10-20,PKMTR,,114.15,82.59,1424,1409,,,0,LARGE,8264,1992,68,D,Y,COSMOS 2214,1992-068D,22185
1992-093G,22292,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,105.07,71.0,1151,844,,,0,SMALL,8264,1992,93,G,Y,SL-16 DEB,1992-093G,22292
1992-093BH,22368,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,99.46,71.24,817,649,,,0,MEDIUM,8264,1992,93,BH,Y,SL-16 DEB,1992-093BH,22368
1992-093DP,22422,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.93,71.19,966,828,,,0,SMALL,8264,1992,93,DP,Y,SL-16 DEB,1992-093DP,22422
1992-093EN,22445,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,101.94,71.29,906,795,,,0,SMALL,8264,1992,93,EN,Y,SL-16 DEB,1992-093EN,22445
1970-025QN,22532,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.41,100.02,1019,1008,,,0,SMALL,8264,1970,25,QN,Y,THORAD AGENA D DEB,1970-025QN,22532
1970-025QP,22533,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.38,100.02,1017,1007,,,0,SMALL,8264,1970,25,QP,Y,THORAD AGENA D DEB,1970-025QP,22533
1993-016AB,22617,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,103.64,71.0,1032,829,,,0,SMALL,8264,1993,16,AB,Y,SL-16 DEB,1993-016AB,22617
1994-024B,23093,ROCKET BODY,SL-8 R/B,CIS,1994-04-26,PKMTR,,104.5,82.95,980,963,,,0,LARGE,8264,1994,24,B,Y,SL-8 R/B,1994-024B,23093
1994-068B,23324,ROCKET BODY,IRS P2 R/B,IND,1994-10-15,SRI,,101.62,99.01,876,795,,,0,LARGE,8264,1994,68,B,Y,IRS P2 R/B,1994-068B,23324
1994-085K,23487,DEBRIS,SL-19 DEB,CIS,1994-12-26,TTMTR,,127.39,64.93,2143,1874,,,0,SMALL,8264,1994,85,K,Y,SL-19 DEB,1994-085K,23487
1995-017D,23548,ROCKET BODY,PEGASUS R/B,US,1995-04-03,AFWTR,,99.25,69.99,729,717,,,0,LARGE,8264,1995,17,D,Y,PEGASUS R/B,1995-017D,23548
1995-058D,23707,DEBRIS,SL-16 DEB,CIS,1995-10-31,TTMTR,,104.96,71.0,1143,842,,,0,SMALL,8264,1995,58,D,Y,SL-16 DEB,1995-058D,23707
1996-024A,23851,PAYLOAD,MSX,US,1996-04-24,AFWTR,,102.99,98.91,906,894,,,0,LARGE,8264,1996,24,A,Y,MSX,1996-024A,23851
1996-037A,23940,PAYLOAD,TOMS EP,US,1996-07-02,AFWTR,,98.9,98.35,726,686,,,0,LARGE,8264,1996,37,A,Y,TOMS EP,1996-037A,23940
1996-051A,24297,PAYLOAD,COSMOS 2333,CIS,1996-09-04,TTMTR,,101.88,70.9,863,832,,,0,LARGE,8264,1996,51,A,Y,COSMOS 2333,1996-051A,24297
1994-029WD,24529,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,97.24,81.98,714,539,,,0,SMALL,8264,1994,29,WD,Y,PEGASUS DEB,1994-029WD,24529
1997-034B,24870,PAYLOAD,IRIDIUM 17,US,1997-07-09,AFWTR,,100.26,86.4,774,768,,,0,LARGE,8264,1997,34,B,Y,IRIDIUM 17,1997-034B,24870
1997-052A,24953,PAYLOAD,COSMOS 2346,CIS,1997-09-23,PKMTR,,104.37,82.92,994,937,,,0,LARGE,8264,1997,52,A,Y,COSMOS 2346,1997-052A,24953
1994-029ADD,24996,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,100.85,82.19,1030,568,,,0,SMALL,8264,1994,29,ADD,Y,PEGASUS DEB,1994-029ADD,24996
1997-084C,25114,PAYLOAD,ORBCOMM FM 11,ORB,1997-12-23,ERAS,,100.0,45.02,764,753,,,0,MEDIUM,8264,1997,84,C,Y,ORBCOMM FM 11,1997-084C,25114
1998-002B,25135,ROCKET BODY,DELTA 2 R/B(1),US,1998-01-10,AFETR,,105.69,26.88,1291,763,,,0,LARGE,8264,1998,2,B,Y,DELTA 2 R/B(1),1998-002B,25135
1987-068AR,25214,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,,102.57,82.54,888,873,,,0,SMALL,8264,1987,68,AR,Y,SL-14 DEB,1987-068AR,25214
1998-023C,25308,PAYLOAD,GLOBALSTAR M015,GLOB,1998-04-24,AFETR,,125.34,51.98,1929,1908,,,0,LARGE,8264,1998,23,C,Y,GLOBALSTAR M015,1998-023C,25308
1998-064B,25520,PAYLOAD,PAN SAT,US,1998-10-29,AFETR,,93.94,28.44,470,464,,,0,MEDIUM,8264,1998,64,B,Y,PAN SAT,1998-064B,25520
1999-004D,25624,PAYLOAD,GLOBALSTAR M038,GLOB,1999-02-09,TTMTR,,116.84,51.99,1540,1538,,,0,LARGE,8264,1999,4,D,Y,GLOBALSTAR M038,1999-004D,25624
1999-008B,25635,PAYLOAD,ORSTED,DEN,1999-02-23,AFWTR,,99.4,96.44,827,633,,,0,MEDIUM,8264,1999,8,B,Y,ORSTED,1999-008B,25635
